,Item_Identifier,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
2178,FDZ20,Low Fat,0.034278413,Fruits and Vegetables,255.2356,OUT013,1987,Tier 3,Supermarket Type1,6867.0612
2179,FDR58,Low Fat,0.041921462,Snack Foods,92.3462,OUT046,1997,Tier 1,Supermarket Type1,2406.2012
2180,FDR35,Low Fat,0.020680499,Breads,197.2742,OUT013,1987,Tier 3,Supermarket Type1,2587.9646
2181,FDU02,low fat,0.103091351,Dairy,229.9352,OUT017,2007,Tier 2,Supermarket Type1,2519.3872
2182,FDY21,Low Fat,0.0,Snack Foods,197.211,OUT010,1998,Tier 3,Grocery Store,196.411
2183,FDX56,Regular,0.0,Fruits and Vegetables,208.5638,OUT049,1999,Tier 1,Supermarket Type1,5383.6588
2184,NCA30,Low Fat,0.129309277,Household,188.8872,OUT035,2004,Tier 2,Supermarket Type1,3592.6568
2185,FDR31,Regular,0.049121972,Fruits and Vegetables,144.6102,OUT013,1987,Tier 3,Supermarket Type1,2916.204
2186,FDF52,Low Fat,0.066727717,Frozen Foods,181.6292,OUT013,1987,Tier 3,Supermarket Type1,2371.5796
2187,FDD41,Regular,0.087437069,Frozen Foods,106.1306,OUT045,2002,Tier 2,Supermarket Type1,1672.4896
2188,FDJ10,Regular,0.129479176,Snack Foods,139.7838,OUT035,2004,Tier 2,Supermarket Type1,1264.3542
2189,FDU57,Regular,0.149895348,Snack Foods,152.0708,OUT010,1998,Tier 3,Grocery Store,451.4124
2190,FDO10,Regular,0.0,Snack Foods,58.7588,OUT019,1985,Tier 1,Grocery Store,400.8116
2191,FDJ10,Regular,0.128876537,Snack Foods,139.1838,OUT027,1985,Tier 3,Supermarket Type3,4916.933
2192,FDA55,Regular,0.056941603,Fruits and Vegetables,222.5088,OUT013,1987,Tier 3,Supermarket Type1,5369.0112
2193,FDA50,Low Fat,0.087668236,Dairy,94.941,OUT017,2007,Tier 2,Supermarket Type1,1737.738
2194,FDF08,Regular,0.065195229,Fruits and Vegetables,88.9856,OUT035,2004,Tier 2,Supermarket Type1,1669.8264
2195,NCH18,Low Fat,0.074753743,Household,246.4802,OUT010,1998,Tier 3,Grocery Store,982.7208
2196,FDZ21,Regular,0.03922186,Snack Foods,97.241,OUT046,1997,Tier 1,Supermarket Type1,193.082
2197,FDJ60,Regular,0.062655235,Baking Goods,163.3184,OUT045,2002,Tier 2,Supermarket Type1,2641.8944
2198,NCC19,Low Fat,0.096880574,Household,191.482,OUT046,1997,Tier 1,Supermarket Type1,5020.132
2199,FDP52,Regular,0.0,Frozen Foods,229.201,OUT035,2004,Tier 2,Supermarket Type1,3215.814
2200,FDY34,Regular,0.019227816,Snack Foods,163.9842,OUT019,1985,Tier 1,Grocery Store,331.5684
2201,NCL30,Low Fat,0.048940428,Household,127.5336,OUT046,1997,Tier 1,Supermarket Type1,1789.6704
2202,FDF11,Regular,0.017666978,Starchy Foods,239.4538,OUT045,2002,Tier 2,Supermarket Type1,4566.7222
2203,FDI60,Regular,0.0383808,Baking Goods,62.351,OUT049,1999,Tier 1,Supermarket Type1,885.514
2204,FDW50,Low Fat,0.075563757,Dairy,168.1158,OUT035,2004,Tier 2,Supermarket Type1,2005.3896
2205,NCB42,LF,0.008578539,Health and Hygiene,117.6492,OUT045,2002,Tier 2,Supermarket Type1,1158.492
2206,DRM23,Low Fat,0.135944247,Hard Drinks,172.0422,OUT049,1999,Tier 1,Supermarket Type1,2586.633
2207,FDX26,Low Fat,0.087383304,Dairy,180.4292,OUT027,1985,Tier 3,Supermarket Type3,4013.4424
2208,FDI40,Regular,0.126313413,Frozen Foods,100.6358,OUT017,2007,Tier 2,Supermarket Type1,2010.716
2209,FDZ27,Low Fat,0.0,Dairy,51.235,OUT019,1985,Tier 1,Grocery Store,49.935
2210,FDZ38,Low Fat,0.008033611,Dairy,174.2422,OUT018,2009,Tier 3,Supermarket Type2,4311.055
2211,FDL57,Regular,0.067212845,Snack Foods,260.2304,OUT045,2002,Tier 2,Supermarket Type1,4908.2776
2212,FDY02,Regular,0.153456703,Dairy,264.091,OUT019,1985,Tier 1,Grocery Store,262.991
2213,FDV40,Low Fat,0.014689006,Frozen Foods,74.5038,OUT035,2004,Tier 2,Supermarket Type1,739.038
2214,NCF07,Low Fat,0.032203667,Household,100.8016,OUT017,2007,Tier 2,Supermarket Type1,1113.2176
2215,FDL36,Low Fat,0.076385385,Baking Goods,88.483,OUT018,2009,Tier 3,Supermarket Type2,988.713
2216,FDU25,Low Fat,0.026735372,Canned,57.4246,OUT045,2002,Tier 2,Supermarket Type1,810.9444
2217,FDP01,Regular,0.063684145,Breakfast,151.7682,OUT017,2007,Tier 2,Supermarket Type1,1372.2138
2218,FDL13,Regular,0.056271701,Breakfast,232.23,OUT013,1987,Tier 3,Supermarket Type1,1398.18
2219,FDQ47,Regular,0.168527463,Breads,33.6874,OUT045,2002,Tier 2,Supermarket Type1,1023.3346
2220,FDQ24,Low Fat,0.074083388,Baking Goods,253.3724,OUT017,2007,Tier 2,Supermarket Type1,6795.1548
2221,FDF35,Low Fat,0.154301621,Starchy Foods,105.9938,OUT045,2002,Tier 2,Supermarket Type1,428.7752
2222,FDS19,Regular,0.064153845,Fruits and Vegetables,76.9012,OUT013,1987,Tier 3,Supermarket Type1,607.2096
2223,FDZ60,Low Fat,0.119339241,Baking Goods,106.0596,OUT035,2004,Tier 2,Supermarket Type1,970.7364
2224,FDG02,Low Fat,0.011307038,Canned,188.5188,OUT018,2009,Tier 3,Supermarket Type2,952.094
2225,FDU37,Regular,0.104488444,Canned,77.896,OUT035,2004,Tier 2,Supermarket Type1,1997.4
2226,FDP59,Regular,0.094512029,Breads,104.5648,OUT010,1998,Tier 3,Grocery Store,207.7296
2227,FDM50,Regular,0.030150193,Canned,61.422,OUT045,2002,Tier 2,Supermarket Type1,539.298
2228,FDN50,reg,0.026627857,Canned,93.712,OUT018,2009,Tier 3,Supermarket Type2,745.696
2229,FDK41,Low Fat,0.127541722,Frozen Foods,84.9224,OUT046,1997,Tier 1,Supermarket Type1,1193.1136
2230,FDM25,Regular,0.061008889,Breakfast,177.5712,OUT017,2007,Tier 2,Supermarket Type1,2636.568
2231,FDW23,Low Fat,0.143592939,Baking Goods,37.3164,OUT019,1985,Tier 1,Grocery Store,38.6164
2232,DRK35,Low Fat,0.071958197,Hard Drinks,38.0506,OUT049,1999,Tier 1,Supermarket Type1,796.9626
2233,FDX21,Low Fat,0.148764535,Snack Foods,111.1912,OUT019,1985,Tier 1,Grocery Store,109.1912
2234,NCP41,Low Fat,0.016276741,Health and Hygiene,109.8596,OUT018,2009,Tier 3,Supermarket Type2,1617.894
2235,NCM07,Low Fat,0.039954281,Others,82.4908,OUT035,2004,Tier 2,Supermarket Type1,2013.3792
2236,FDS15,Regular,0.078502143,Meat,108.7596,OUT017,2007,Tier 2,Supermarket Type1,2588.6304
2237,FDK22,Low Fat,0.026081567,Snack Foods,217.585,OUT035,2004,Tier 2,Supermarket Type1,4327.7
2238,NCS30,Low Fat,0.093170838,Household,127.3652,OUT049,1999,Tier 1,Supermarket Type1,1549.9824
2239,DRH37,Low Fat,0.072864869,Soft Drinks,165.2526,OUT019,1985,Tier 1,Grocery Store,822.263
2240,FDP58,Low Fat,0.236616754,Snack Foods,217.6482,OUT019,1985,Tier 1,Grocery Store,219.0482
2241,NCR18,Low Fat,0.020519478,Household,42.5112,OUT049,1999,Tier 1,Supermarket Type1,852.224
2242,FDU46,Regular,0.011148865,Snack Foods,84.854,OUT045,2002,Tier 2,Supermarket Type1,778.986
2243,FDS28,reg,0.082529704,Frozen Foods,56.9588,OUT049,1999,Tier 1,Supermarket Type1,744.3644
2244,FDB36,Regular,0.0,Baking Goods,129.1626,OUT046,1997,Tier 1,Supermarket Type1,3672.5528
2245,FDV03,Low Fat,0.058091269,Meat,156.2314,OUT046,1997,Tier 1,Supermarket Type1,2947.4966
2246,FDJ55,Regular,0.023530953,Meat,223.5404,OUT046,1997,Tier 1,Supermarket Type1,1800.3232
2247,FDE51,Regular,0.09646733,Dairy,42.8086,OUT046,1997,Tier 1,Supermarket Type1,669.129
2248,FDT21,Low Fat,0.020474913,Snack Foods,248.4092,OUT018,2009,Tier 3,Supermarket Type2,996.0368
2249,FDR09,Low Fat,0.077882226,Snack Foods,258.0962,OUT045,2002,Tier 2,Supermarket Type1,1035.9848
2250,FDK24,Low Fat,0.101294945,Baking Goods,46.2744,OUT046,1997,Tier 1,Supermarket Type1,1086.5856
2251,FDD45,low fat,0.116152226,Fruits and Vegetables,94.1436,OUT013,1987,Tier 3,Supermarket Type1,1512.6976
2252,NCQ43,Low Fat,0.111527348,Others,110.2912,OUT045,2002,Tier 2,Supermarket Type1,873.5296
2253,FDI24,Low Fat,0.078728915,Baking Goods,178.437,OUT035,2004,Tier 2,Supermarket Type1,2822.992
2254,FDQ46,Low Fat,0.103793399,Snack Foods,110.1544,OUT035,2004,Tier 2,Supermarket Type1,2684.5056
2255,FDI50,Regular,0.0,Canned,229.0352,OUT035,2004,Tier 2,Supermarket Type1,5496.8448
2256,NCQ41,Low Fat,0.032606181,Health and Hygiene,193.5794,OUT010,1998,Tier 3,Grocery Store,390.1588
2257,FDY51,Low Fat,0.081465335,Meat,220.7798,OUT018,2009,Tier 3,Supermarket Type2,6611.394
2258,FDR46,Low Fat,0.233356571,Snack Foods,146.576,OUT010,1998,Tier 3,Grocery Store,439.428
2259,FDM01,Regular,0.0945493,Breakfast,102.6332,OUT035,2004,Tier 2,Supermarket Type1,1640.5312
2260,FDS01,Low Fat,0.017659068,Canned,175.9686,OUT027,1985,Tier 3,Supermarket Type3,5866.3638
2261,FDX57,Regular,0.047266211,Snack Foods,97.0068,OUT046,1997,Tier 1,Supermarket Type1,1846.9292
2262,FDF12,Low Fat,0.082427854,Baking Goods,149.3076,OUT046,1997,Tier 1,Supermarket Type1,2808.3444
2263,FDU10,Regular,0.045950475,Snack Foods,38.2848,OUT017,2007,Tier 2,Supermarket Type1,1230.3984
2264,FDN22,Regular,0.139087683,Snack Foods,251.7724,OUT017,2007,Tier 2,Supermarket Type1,3020.0688
2265,FDO51,Regular,0.041779181,Meat,43.4112,OUT027,1985,Tier 3,Supermarket Type3,1107.8912
2266,FDC14,Regular,0.041214746,Canned,42.0454,OUT013,1987,Tier 3,Supermarket Type1,629.181
2267,FDY35,Regular,0.016092971,Breads,45.8402,OUT018,2009,Tier 3,Supermarket Type2,1102.5648
2268,NCX42,Low Fat,0.005949644,Household,165.6526,OUT027,1985,Tier 3,Supermarket Type3,4769.1254
2269,NCS18,Low Fat,0.042296724,Household,106.3938,OUT045,2002,Tier 2,Supermarket Type1,3751.783
2270,FDY49,Regular,0.012030747,Canned,166.6184,OUT049,1999,Tier 1,Supermarket Type1,1155.8288
2271,NCI55,Low Fat,0.012592289,Household,123.3414,OUT027,1985,Tier 3,Supermarket Type3,4751.8146
2272,FDY14,Low Fat,0.070040195,Dairy,263.0226,OUT046,1997,Tier 1,Supermarket Type1,4229.1616
2273,FDT38,Low Fat,0.057771828,Dairy,85.3566,OUT018,2009,Tier 3,Supermarket Type2,591.8962
2274,FDW50,Low Fat,0.075515154,Dairy,167.2158,OUT013,1987,Tier 3,Supermarket Type1,3008.0844
2275,FDD03,Low Fat,0.080131363,Dairy,234.03,OUT018,2009,Tier 3,Supermarket Type2,4194.54
2276,FDF24,Regular,0.02524761,Baking Goods,81.9934,OUT027,1985,Tier 3,Supermarket Type3,3439.5228
2277,FDD51,Low Fat,0.0,Dairy,44.7744,OUT045,2002,Tier 2,Supermarket Type1,181.0976
2278,FDZ40,Low Fat,0.039988162,Frozen Foods,55.7298,OUT027,1985,Tier 3,Supermarket Type3,1024.6662
2279,FDO03,Regular,0.064577332,Meat,230.5352,OUT019,1985,Tier 1,Grocery Store,687.1056
2280,FDZ45,Low Fat,0.067011609,Snack Foods,197.1084,OUT045,2002,Tier 2,Supermarket Type1,2182.4924
2281,NCA29,Low Fat,0.027430696,Household,171.1106,OUT017,2007,Tier 2,Supermarket Type1,3593.3226
2282,FDG57,Low Fat,0.072444983,Fruits and Vegetables,48.6034,OUT045,2002,Tier 2,Supermarket Type1,194.4136
2283,NCL18,Low Fat,0.167552202,Household,193.1136,OUT035,2004,Tier 2,Supermarket Type1,2332.9632
2284,FDR32,Regular,0.150238656,Fruits and Vegetables,229.3694,OUT019,1985,Tier 1,Grocery Store,228.3694
2285,FDR55,Regular,0.131443921,Fruits and Vegetables,189.1872,OUT027,1985,Tier 3,Supermarket Type3,5294.4416
2286,DRE12,Low Fat,0.0,Soft Drinks,111.186,OUT045,2002,Tier 2,Supermarket Type1,1245.046
2287,FDR36,Regular,0.121563385,Baking Goods,43.7454,OUT035,2004,Tier 2,Supermarket Type1,545.2902
2288,FDM12,Regular,0.070312473,Baking Goods,189.6214,OUT017,2007,Tier 2,Supermarket Type1,2826.321
2289,FDX45,Low Fat,0.0,Snack Foods,156.163,OUT046,1997,Tier 1,Supermarket Type1,2816.334
2290,FDT23,Regular,0.074669288,Breads,76.3986,OUT013,1987,Tier 3,Supermarket Type1,1402.1748
2291,FDH02,Regular,0.0,Canned,91.8488,OUT027,1985,Tier 3,Supermarket Type3,2716.464
2292,FDJ12,Regular,0.039101813,Baking Goods,208.8296,OUT049,1999,Tier 1,Supermarket Type1,5400.9696
2293,NCE54,Low Fat,0.026877471,Household,74.6354,OUT013,1987,Tier 3,Supermarket Type1,1053.2956
2294,FDQ21,Low Fat,0.019502354,Snack Foods,120.8756,OUT018,2009,Tier 3,Supermarket Type2,3150.5656
2295,FDE16,Low Fat,0.026492726,Frozen Foods,208.4954,OUT017,2007,Tier 2,Supermarket Type1,6251.862
2296,FDI16,Regular,0.0,Frozen Foods,53.064,OUT035,2004,Tier 2,Supermarket Type1,905.488
2297,FDK21,Low Fat,0.010010425,Snack Foods,249.0408,OUT035,2004,Tier 2,Supermarket Type1,3755.112
2298,FDO57,Low Fat,0.109153001,Snack Foods,161.3578,OUT018,2009,Tier 3,Supermarket Type2,4492.8184
2299,FDQ40,Regular,0.036027524,Frozen Foods,177.2712,OUT046,1997,Tier 1,Supermarket Type1,3339.6528
2300,FDX19,Low Fat,0.097127867,Fruits and Vegetables,234.4958,OUT018,2009,Tier 3,Supermarket Type2,1635.8706
2301,FDX31,Regular,0.024815024,Fruits and Vegetables,234.0958,OUT010,1998,Tier 3,Grocery Store,467.3916
2302,FDY40,Regular,0.085763562,Frozen Foods,49.0692,OUT013,1987,Tier 3,Supermarket Type1,295.6152
2303,FDV57,Regular,0.065896556,Snack Foods,179.266,OUT046,1997,Tier 1,Supermarket Type1,1438.128
2304,FDY60,Regular,0.044139551,Baking Goods,143.9128,OUT010,1998,Tier 3,Grocery Store,143.8128
2305,FDB41,Regular,0.162882227,Frozen Foods,46.8718,OUT010,1998,Tier 3,Grocery Store,189.0872
2306,DRF15,Low Fat,0.03334929,Dairy,155.034,OUT018,2009,Tier 3,Supermarket Type2,1990.742
2307,FDR51,Regular,0.17417636,Meat,148.9708,OUT018,2009,Tier 3,Supermarket Type2,2257.062
2308,NCR05,Low Fat,0.054741627,Health and Hygiene,200.2084,OUT045,2002,Tier 2,Supermarket Type1,3174.5344
2309,FDB44,Low Fat,0.016958832,Fruits and Vegetables,210.0586,OUT046,1997,Tier 1,Supermarket Type1,4221.172
2310,FDA44,Low Fat,0.053523765,Fruits and Vegetables,55.393,OUT017,2007,Tier 2,Supermarket Type1,1471.418
2311,NCX05,Low Fat,0.096592065,Health and Hygiene,117.4492,OUT027,1985,Tier 3,Supermarket Type3,1621.8888
2312,FDO52,Regular,0.077321087,Frozen Foods,169.3106,OUT045,2002,Tier 2,Supermarket Type1,2224.4378
2313,FDV20,Regular,0.100095288,Fruits and Vegetables,125.2678,OUT010,1998,Tier 3,Grocery Store,127.1678
2314,NCJ17,Low Fat,0.255348289,Health and Hygiene,84.4224,OUT010,1998,Tier 3,Grocery Store,170.4448
2315,FDY20,Regular,0.08175276,Fruits and Vegetables,89.0488,OUT046,1997,Tier 1,Supermarket Type1,1267.6832
2316,NCR17,Low Fat,0.024482644,Health and Hygiene,116.2492,OUT018,2009,Tier 3,Supermarket Type2,2896.23
2317,FDR57,Regular,0.023492524,Snack Foods,155.5288,OUT035,2004,Tier 2,Supermarket Type1,1414.1592
2318,DRE12,Low Fat,0.070890602,Soft Drinks,111.686,OUT049,1999,Tier 1,Supermarket Type1,1584.604
2319,FDV50,Low Fat,0.123264522,Dairy,123.273,OUT017,2007,Tier 2,Supermarket Type1,1108.557
2320,NCQ18,Low Fat,0.134418705,Household,99.67,OUT027,1985,Tier 3,Supermarket Type3,2596.62
2321,FDU46,Regular,0.0111263,Snack Foods,87.254,OUT046,1997,Tier 1,Supermarket Type1,1211.756
2322,NCH55,Low Fat,0.0,Household,127.902,OUT017,2007,Tier 2,Supermarket Type1,2150.534
2323,NCV53,Low Fat,0.018813601,Health and Hygiene,237.988,OUT046,1997,Tier 1,Supermarket Type1,7190.64
2324,FDE56,Regular,0.159165324,Fruits and Vegetables,63.4194,OUT035,2004,Tier 2,Supermarket Type1,1547.985
2325,NCZ29,Low Fat,0.071371458,Health and Hygiene,125.2362,OUT046,1997,Tier 1,Supermarket Type1,1384.1982
2326,FDX45,Low Fat,0.18358896,Snack Foods,154.663,OUT019,1985,Tier 1,Grocery Store,312.926
2327,FDU36,Low Fat,0.046459438,Baking Goods,100.5384,OUT018,2009,Tier 3,Supermarket Type2,1675.1528
2328,NCY53,Low Fat,0.0,Health and Hygiene,110.2544,OUT013,1987,Tier 3,Supermarket Type1,1454.1072
2329,DRN36,Low Fat,0.0,Soft Drinks,96.6752,OUT046,1997,Tier 1,Supermarket Type1,479.376
2330,FDE22,Low Fat,0.029693277,Snack Foods,159.792,OUT018,2009,Tier 3,Supermarket Type2,2716.464
2331,FDJ38,Regular,0.040197932,Canned,190.153,OUT035,2004,Tier 2,Supermarket Type1,3036.048
2332,FDM20,Low Fat,0.0,Fruits and Vegetables,246.9144,OUT018,2009,Tier 3,Supermarket Type2,3185.1872
2333,FDL13,Regular,0.098606543,Breakfast,232.73,OUT019,1985,Tier 1,Grocery Store,932.12
2334,FDO50,Low Fat,0.078290271,Canned,93.1804,OUT049,1999,Tier 1,Supermarket Type1,1194.4452
2335,FDP40,Regular,0.034350673,Frozen Foods,112.7544,OUT035,2004,Tier 2,Supermarket Type1,1789.6704
2336,NCO29,Low Fat,0.032321608,Health and Hygiene,165.6526,OUT045,2002,Tier 2,Supermarket Type1,1315.6208
2337,FDP36,Regular,0.0,Baking Goods,51.4008,OUT018,2009,Tier 3,Supermarket Type2,556.6088
2338,FDA43,Low Fat,0.108253944,Fruits and Vegetables,194.8794,OUT010,1998,Tier 3,Grocery Store,585.2382
2339,NCL17,Low Fat,0.068055818,Health and Hygiene,140.7812,OUT018,2009,Tier 3,Supermarket Type2,1567.2932
2340,NCM06,Low Fat,0.126752975,Household,154.2656,OUT010,1998,Tier 3,Grocery Store,308.9312
2341,FDD39,Low Fat,0.122832172,Dairy,217.685,OUT019,1985,Tier 1,Grocery Store,432.77
2342,NCT41,LF,0.055943697,Health and Hygiene,150.6024,OUT013,1987,Tier 3,Supermarket Type1,2428.8384
2343,DRC36,Regular,0.0,Soft Drinks,173.6054,OUT013,1987,Tier 3,Supermarket Type1,1751.054
2344,FDE58,Low Fat,0.0,Snack Foods,119.8124,OUT027,1985,Tier 3,Supermarket Type3,1659.1736
2345,FDL20,Low Fat,0.127792701,Fruits and Vegetables,111.1886,OUT027,1985,Tier 3,Supermarket Type3,4447.544
2346,FDZ44,Low Fat,0.06780958,Fruits and Vegetables,118.1808,OUT019,1985,Tier 1,Grocery Store,234.3616
2347,FDA55,Regular,0.056713056,Fruits and Vegetables,223.8088,OUT027,1985,Tier 3,Supermarket Type3,5592.72
2348,FDS21,Regular,0.036551446,Snack Foods,62.7194,OUT019,1985,Tier 1,Grocery Store,123.8388
2349,FDT50,Regular,0.108458498,Dairy,96.9752,OUT045,2002,Tier 2,Supermarket Type1,958.752
2350,FDO23,Low Fat,0.0,Breads,93.1436,OUT045,2002,Tier 2,Supermarket Type1,2174.5028
2351,DRD13,Low Fat,0.049155769,Soft Drinks,65.2168,OUT049,1999,Tier 1,Supermarket Type1,958.752
2352,FDW58,LF,0.007551665,Snack Foods,107.1622,OUT035,2004,Tier 2,Supermarket Type1,1693.7952
2353,FDL08,Low Fat,0.049709624,Fruits and Vegetables,246.8144,OUT035,2004,Tier 2,Supermarket Type1,2450.144
2354,NCV53,Low Fat,0.018797945,Health and Hygiene,241.288,OUT013,1987,Tier 3,Supermarket Type1,5512.824
2355,FDT50,reg,0.107714834,Dairy,97.8752,OUT027,1985,Tier 3,Supermarket Type3,2109.2544
2356,NCX06,LF,0.02746599,Household,181.5976,OUT019,1985,Tier 1,Grocery Store,543.2928
2357,FDP51,Regular,0.149305497,Meat,119.6124,OUT019,1985,Tier 1,Grocery Store,592.562
2358,FDD38,Regular,0.00819018,Canned,103.7674,OUT035,2004,Tier 2,Supermarket Type1,2852.2872
2359,FDO20,Regular,0.152099033,Fruits and Vegetables,252.6382,OUT035,2004,Tier 2,Supermarket Type1,3532.7348
2360,NCM29,LF,0.017642229,Health and Hygiene,131.8626,OUT046,1997,Tier 1,Supermarket Type1,2885.5772
2361,NCY41,Low Fat,0.075735621,Health and Hygiene,34.5532,OUT046,1997,Tier 1,Supermarket Type1,323.5788
2362,FDP38,Low Fat,0.032075379,Canned,50.9008,OUT013,1987,Tier 3,Supermarket Type1,354.2056
2363,FDE04,Regular,0.018059621,Frozen Foods,179.766,OUT045,2002,Tier 2,Supermarket Type1,2336.958
2364,DRI37,Low Fat,0.107597879,Soft Drinks,58.7904,OUT046,1997,Tier 1,Supermarket Type1,585.904
2365,DRY23,Regular,0.108568067,Soft Drinks,42.9112,OUT027,1985,Tier 3,Supermarket Type3,809.6128
2366,FDZ56,Low Fat,0.025789175,Fruits and Vegetables,166.9474,OUT045,2002,Tier 2,Supermarket Type1,2863.6058
2367,NCN05,Low Fat,0.014518575,Health and Hygiene,182.195,OUT018,2009,Tier 3,Supermarket Type2,2380.235
2368,FDN12,LF,0.08071118,Baking Goods,113.1544,OUT027,1985,Tier 3,Supermarket Type3,3355.632
2369,FDW37,Low Fat,0.12475207,Canned,90.9488,OUT017,2007,Tier 2,Supermarket Type1,633.8416
2370,FDY12,Regular,0.0,Baking Goods,49.2008,OUT013,1987,Tier 3,Supermarket Type1,657.8104
2371,DRG11,Low Fat,0.14032811,Hard Drinks,109.1596,OUT010,1998,Tier 3,Grocery Store,107.8596
2372,FDP11,Low Fat,0.120986139,Breads,216.1166,OUT019,1985,Tier 1,Grocery Store,435.4332
2373,FDZ22,Low Fat,0.045340279,Snack Foods,85.025,OUT049,1999,Tier 1,Supermarket Type1,2080.625
2374,FDK51,Low Fat,0.005243282,Dairy,266.1884,OUT049,1999,Tier 1,Supermarket Type1,3179.8608
2375,NCV29,Low Fat,0.039996021,Health and Hygiene,176.7686,OUT019,1985,Tier 1,Grocery Store,888.843
2376,DRF51,Low Fat,0.166513779,Dairy,38.0506,OUT018,2009,Tier 3,Supermarket Type2,265.6542
2377,FDN51,reg,0.021065311,Meat,261.5936,OUT017,2007,Tier 2,Supermarket Type1,6002.8528
2378,DRK59,low fat,0.126287542,Hard Drinks,235.5616,OUT010,1998,Tier 3,Grocery Store,468.7232
2379,FDW07,Regular,0.142910689,Fruits and Vegetables,89.6514,OUT049,1999,Tier 1,Supermarket Type1,1859.5794
2380,FDM28,Low Fat,0.075661985,Frozen Foods,181.366,OUT010,1998,Tier 3,Grocery Store,179.766
2381,DRD12,Low Fat,0.077178965,Soft Drinks,93.1146,OUT035,2004,Tier 2,Supermarket Type1,2189.1504
2382,NCB19,Low Fat,0.090436094,Household,85.0882,OUT049,1999,Tier 1,Supermarket Type1,2233.0932
2383,FDX04,Regular,0.041563696,Frozen Foods,47.6376,OUT035,2004,Tier 2,Supermarket Type1,335.5632
2384,DRG23,Low Fat,0.086360962,Hard Drinks,151.2682,OUT027,1985,Tier 3,Supermarket Type3,2439.4912
2385,FDY12,Regular,0.141406394,Baking Goods,50.0008,OUT017,2007,Tier 2,Supermarket Type1,506.008
2386,NCL42,Low Fat,0.040434372,Household,244.3144,OUT049,1999,Tier 1,Supermarket Type1,5635.3312
2387,NCQ43,Low Fat,0.11147467,Others,108.0912,OUT049,1999,Tier 1,Supermarket Type1,1637.868
2388,FDW19,Regular,0.038578501,Fruits and Vegetables,109.557,OUT045,2002,Tier 2,Supermarket Type1,1757.712
2389,FDO24,Low Fat,0.176069023,Baking Goods,156.7604,OUT013,1987,Tier 3,Supermarket Type1,1901.5248
2390,FDR52,Regular,0.133144259,Frozen Foods,190.8846,OUT019,1985,Tier 1,Grocery Store,191.0846
2391,FDX28,Low Fat,0.125688044,Frozen Foods,100.9042,OUT018,2009,Tier 3,Supermarket Type2,2083.2882
2392,FDP44,Regular,0.079875237,Fruits and Vegetables,102.7332,OUT045,2002,Tier 2,Supermarket Type1,1537.998
2393,FDV39,Low Fat,0.0,Meat,196.8426,OUT019,1985,Tier 1,Grocery Store,593.2278
2394,FDE47,low fat,0.037877202,Starchy Foods,124.0046,OUT013,1987,Tier 3,Supermarket Type1,1618.5598
2395,DRF13,Low Fat,0.029827665,Soft Drinks,144.3444,OUT049,1999,Tier 1,Supermarket Type1,2612.5992
2396,FDK32,Regular,0.049074897,Fruits and Vegetables,154.2682,OUT045,2002,Tier 2,Supermarket Type1,3354.3004
2397,FDX07,Regular,0.022807826,Fruits and Vegetables,183.495,OUT027,1985,Tier 3,Supermarket Type3,4577.375
2398,FDE22,Low Fat,0.051778173,Snack Foods,157.892,OUT019,1985,Tier 1,Grocery Store,319.584
2399,DRJ24,Low Fat,0.11397026,Soft Drinks,185.1924,OUT017,2007,Tier 2,Supermarket Type1,2591.2936
2400,FDV11,Regular,0.0,Breads,173.2054,OUT045,2002,Tier 2,Supermarket Type1,3151.8972
2401,FDW11,Low Fat,0.049058014,Breads,62.7194,OUT017,2007,Tier 2,Supermarket Type1,866.8716
2402,FDP12,Regular,0.045522854,Baking Goods,35.0874,OUT017,2007,Tier 2,Supermarket Type1,352.874
2403,FDM13,Low Fat,0.105742544,Breakfast,130.5626,OUT010,1998,Tier 3,Grocery Store,131.1626
2404,FDX25,LF,0.102055777,Canned,184.0292,OUT046,1997,Tier 1,Supermarket Type1,3101.2964
2405,FDQ01,Regular,0.160951491,Canned,256.1014,OUT049,1999,Tier 1,Supermarket Type1,3060.0168
2406,NCT06,Low Fat,0.038730229,Household,166.2842,OUT035,2004,Tier 2,Supermarket Type1,4807.7418
2407,FDV21,LF,0.171779865,Snack Foods,126.0704,OUT018,2009,Tier 3,Supermarket Type2,1627.2152
2408,FDH31,Regular,0.020312314,Meat,98.1042,OUT027,1985,Tier 3,Supermarket Type3,2777.7176
